OBJECTID,CASE_1,CASE_2,CASE_3,SYMBOL,TIME_ZONE,latitude,longitude
"47",Y,,,"1",A,47.10862,-122.14166
"45",Y,Y,,"2",A,47.09933,-122.13756
"45",Y,Y,,"2",A,47.09739,-122.13709
"45",Y,Y,,"2",A,47.09773,-122.14503
"45",Y,Y,,"2",A,47.09777,-122.14443
"45",Y,Y,,"2",A,47.09667,-122.14186
"45",Y,Y,,"2",A,47.09699,-122.14339
"45",Y,Y,,"2",A,47.09763,-122.14279
"45",Y,Y,,"2",A,47.09688,-122.14117
"45",Y,Y,,"2",A,47.09714,-122.14056
"47",Y,,,"1",A,47.10174,-122.13963
"47",Y,,,"1",A,47.10186,-122.1388
"47",Y,,,"1",A,47.1019,-122.13795
"47",Y,,,"1",A,47.10134,-122.13715
"47",Y,,,"1",A,47.10115,-122.13613
"47",Y,,,"1",A,47.10142,-122.13516
"47",Y,,,"1",A,47.1031,-122.13602
"45",Y,Y,,"2",A,47.10068,-122.14361
"45",Y,Y,,"2",A,47.10069,-122.14105
"45",Y,Y,,"2",A,47.09935,-122.14362
"45",Y,Y,,"2",A,47.10297,-122.14465
"47",Y,,,"1",A,47.09957,-122.12715
"45",Y,Y,,"2",A,47.09759,-122.12638
"45",Y,Y,,"2",A,47.09733,-122.13284
"47",Y,,,"1",A,47.09941,-122.13151
"47",Y,,,"1",A,47.0994,-122.13052
"47",Y,,,"1",A,47.09942,-122.13184
"47",Y,,,"1",A,47.09941,-122.13218
"45",Y,Y,,"2",A,47.09729,-122.13184
"45",Y,Y,,"2",A,47.09726,-122.13018
"45",Y,Y,,"2",A,47.0973,-122.13218
"45",Y,Y,,"2",A,47.09725,-122.13118
"45",Y,Y,,"2",A,47.09727,-122.13151
"45",Y,Y,,"2",A,47.09724,-122.13052
"45",Y,Y,,"2",A,47.09725,-122.13085
"45",Y,Y,,"2",A,47.09738,-122.1335
"45",Y,Y,,"2",A,47.09736,-122.13317
"45",Y,Y,,"2",A,47.09743,-122.13434
"45",Y,Y,,"2",A,47.09739,-122.13383
"45",Y,Y,,"2",A,47.09732,-122.13251
"47",Y,,,"1",A,47.0994,-122.13118
"45",Y,Y,,"2",A,47.09657,-122.12844
"47",Y,,,"1",A,47.09939,-122.13019
"47",Y,,,"1",A,47.0994,-122.13085
"45",Y,Y,,"2",A,47.09687,-122.12485
"45",Y,Y,,"2",A,47.09811,-122.12474
"45",Y,Y,,"2",A,47.09941,-122.1344
"45",Y,Y,,"2",A,47.09937,-122.13382
"45",Y,Y,,"2",A,47.09932,-122.13323
"47",Y,,,"1",A,47.09937,-122.13265
"45",Y,Y,,"2",A,47.09649,-122.1278
"45",Y,Y,,"2",A,47.09649,-122.12874
"45",Y,Y,,"2",A,47.09659,-122.12425
"47",Y,,,"1",A,47.09941,-122.12971
"45",Y,Y,,"2",A,47.09734,-122.12969
"47",Y,,,"1",A,47.10265,-122.13414
"47",Y,,,"1",A,47.10288,-122.13283
"47",Y,,,"1",A,47.10103,-122.13265
"47",Y,,,"1",A,47.10088,-122.13397
"47",Y,,,"1",A,47.10222,-122.12512
"47",Y,,,"1",A,47.10094,-122.12539
"47",Y,,,"1",A,47.10271,-122.12742
"47",Y,,,"1",A,47.1009,-122.12874
"47",Y,,,"1",A,47.10088,-122.1274
"47",Y,,,"1",A,47.10164,-122.13132
"47",Y,,,"1",A,47.10226,-122.12969
"45",Y,Y,,"2",A,47.09698,-122.14503
"45",Y,Y,,"2",A,47.09677,-122.14451
"45",Y,Y,,"2",A,47.09777,-122.12779
"45",Y,Y,,"2",A,47.09773,-122.12853
"45",Y,Y,,"2",A,47.09762,-122.1291
"45",Y,Y,,"2",A,47.09649,-122.1291
"45",Y,Y,,"2",A,47.10913,-122.14568
"45",Y,Y,,"2",A,47.10857,-122.14752
"45",Y,Y,,"2",A,47.10794,-122.14853
"47",Y,,,"1",A,47.10783,-122.15019
"47",Y,,,"1",A,47.11014,-122.1481
"47",Y,,,"1",A,47.1101,-122.14651
"47",Y,,,"1",A,47.10721,-122.14993
"47",Y,,,"1",A,47.10615,-122.15158
"47",Y,,,"1",A,47.10696,-122.15172
"45",Y,Y,,"2",A,47.106,-122.14868
"45",Y,Y,,"2",A,47.10685,-122.14546
"45",Y,Y,,"2",A,47.10814,-122.14594
"45",Y,Y,,"2",A,47.10536,-122.14763
"45",Y,Y,,"2",A,47.10717,-122.14647
"47",Y,,,"1",A,47.10451,-122.15086
"45",Y,Y,,"2",A,47.10728,-122.14586
"47",Y,,,"1",A,47.09933,-122.15682
"41",Y,,,"1",B,47.09733,-122.15876
"41",Y,,,"1",B,47.09688,-122.15875
"47",Y,,,"1",A,47.10321,-122.15052
"45",Y,Y,,"2",A,47.09764,-122.14619
"45",Y,Y,,"2",A,47.09672,-122.15014
"45",Y,Y,,"2",A,47.09771,-122.14541
"45",Y,Y,,"2",A,47.09754,-122.15189
"45",Y,Y,,"2",A,47.09681,-122.14591
"45",Y,Y,,"2",A,47.09753,-122.1516
"45",Y,Y,,"2",A,47.0974,-122.15219
"45",Y,Y,,"2",A,47.09769,-122.14563
"45",Y,Y,,"2",A,47.09671,-122.14684
"45",Y,Y,,"2",A,47.09746,-122.15017
"45",Y,Y,,"2",A,47.09635,-122.15252
"45",Y,Y,,"2",A,47.09925,-122.15332
"45",Y,Y,,"2",A,47.09709,-122.15259
"45",Y,Y,,"2",A,47.09736,-122.15248
"45",Y,Y,,"2",A,47.09684,-122.14965
"45",Y,Y,,"2",A,47.09933,-122.14669
"45",Y,Y,,"2",A,47.09924,-122.15054
"45",Y,Y,,"2",A,47.09746,-122.15084
"45",Y,Y,,"2",A,47.09744,-122.15049
"45",Y,Y,,"2",A,47.09662,-122.15065
"45",Y,Y,,"2",A,47.09942,-122.14974
"45",Y,Y,,"2",A,47.09752,-122.14966
"45",Y,Y,,"2",A,47.1004,-122.15284
"45",Y,Y,,"2",A,47.10054,-122.15496
"45",Y,Y,,"2",A,47.09979,-122.15559
"45",Y,Y,,"2",A,47.09747,-122.14771
"45",Y,Y,,"2",A,47.09755,-122.14704
"45",Y,Y,,"2",A,47.09939,-122.14872
"45",Y,Y,,"2",A,47.09768,-122.14869
"45",Y,Y,,"2",A,47.09928,-122.1527
"45",Y,Y,,"2",A,47.10013,-122.15197
"45",Y,Y,,"2",A,47.09711,-122.15384
"45",Y,Y,,"2",A,47.09796,-122.15312
"45",Y,Y,,"2",A,47.10005,-122.15139
"45",Y,Y,,"2",A,47.10254,-122.14933
"45",Y,Y,,"2",A,47.09773,-122.15283
"45",Y,Y,,"2",A,47.0981,-122.15225
"45",Y,Y,,"2",A,47.10271,-122.14692
"45",Y,Y,,"2",A,47.09671,-122.15412
"45",Y,Y,,"2",A,47.09692,-122.15339
"45",Y,Y,,"2",A,47.0967,-122.15531
"45",Y,Y,,"2",A,47.10245,-122.15002
"45",Y,Y,,"2",A,47.10158,-122.14929
"45",Y,Y,,"2",A,47.09947,-122.15118
"45",Y,Y,,"2",A,47.09914,-122.15207
"45",Y,Y,,"2",A,47.09819,-122.15198
"45",Y,Y,,"2",A,47.09688,-122.14532
"45",Y,Y,,"2",A,47.10137,-122.15183
"47",Y,,,"1",A,47.10257,-122.15225
"45",Y,Y,,"2",A,47.09755,-122.15124
"45",Y,Y,,"2",A,47.09701,-122.15121
"47",Y,,,"1",A,47.10351,-122.14965
"47",Y,,,"1",A,47.10171,-122.15451
"45",Y,Y,,"2",A,47.09799,-122.15488
"45",Y,Y,,"2",A,47.0971,-122.15522
"39",Y,Y,,"2",B,47.10557,-122.20571
"39",Y,Y,,"2",B,47.10554,-122.20471
"39",Y,Y,,"2",B,47.10567,-122.20638
"39",Y,Y,,"2",B,47.10393,-122.20652
"39",Y,Y,,"2",B,47.10387,-122.20724
"39",Y,Y,,"2",B,47.10557,-122.20273
"39",Y,Y,,"2",B,47.09882,-122.20006
"39",Y,Y,,"2",B,47.09929,-122.20042
"39",Y,Y,,"2",B,47.09915,-122.20023
"39",Y,Y,,"2",B,47.09897,-122.20018
"39",Y,Y,,"2",B,47.09852,-122.20136
"39",Y,Y,,"2",B,47.09996,-122.20279
"39",Y,Y,,"2",B,47.10001,-122.20272
"39",Y,Y,,"2",B,47.10015,-122.20235
"39",Y,Y,,"2",B,47.09949,-122.20303
"39",Y,Y,,"2",B,47.09936,-122.20315
"39",Y,Y,,"2",B,47.09919,-122.202
"39",Y,Y,,"2",B,47.1002,-122.20355
"39",Y,Y,,"2",B,47.10002,-122.20162
"39",Y,Y,,"2",B,47.10007,-122.20181
"39",Y,Y,,"2",B,47.09671,-122.19974
"39",Y,Y,,"2",B,47.09632,-122.20841
"39",Y,Y,,"2",B,47.10029,-122.20449
"39",Y,Y,,"2",B,47.1021,-122.20685
"39",Y,Y,,"2",B,47.09658,-122.20808
"39",Y,Y,,"2",B,47.09682,-122.20788
"39",Y,Y,,"2",B,47.09979,-122.20268
"39",Y,Y,,"2",B,47.09927,-122.20081
"39",Y,Y,,"2",B,47.09862,-122.1999
"39",Y,Y,,"2",B,47.09995,-122.20485
"39",Y,Y,,"2",B,47.09807,-122.19991
"39",Y,Y,,"2",B,47.09959,-122.20351
"39",Y,Y,,"2",B,47.10002,-122.20384
"39",Y,Y,,"2",B,47.0975,-122.20005
"39",Y,Y,,"2",B,47.09786,-122.20042
"39",Y,Y,,"2",B,47.09766,-122.19987
"39",Y,Y,,"2",B,47.09773,-122.20021
"39",Y,Y,,"2",B,47.10003,-122.20313
"39",Y,Y,,"2",B,47.09984,-122.20338
"39",Y,Y,,"2",B,47.10249,-122.20643
"39",Y,Y,,"2",B,47.10329,-122.2053
"39",Y,Y,,"2",B,47.10183,-122.20446
"39",Y,Y,,"2",B,47.1011,-122.20428
"39",Y,Y,,"2",B,47.10096,-122.20385
"39",Y,Y,,"2",B,47.10072,-122.20406
"39",Y,Y,,"2",B,47.10335,-122.20324
"39",Y,Y,,"2",B,47.09969,-122.20541
"39",Y,Y,,"2",B,47.09897,-122.20138
"39",Y,Y,,"2",B,47.0992,-122.20115
"39",Y,Y,,"2",B,47.09952,-122.20163
"39",Y,Y,,"2",B,47.0994,-122.20189
"39",Y,Y,,"2",B,47.09929,-122.20009
"39",Y,Y,,"2",B,47.09982,-122.20391
"39",Y,Y,,"2",B,47.10087,-122.20711
"39",Y,Y,,"2",B,47.10328,-122.20631
"39",Y,Y,,"2",B,47.09966,-122.20287
"39",Y,Y,,"2",B,47.09955,-122.20336
"39",Y,Y,,"2",B,47.09619,-122.20247
"39",Y,Y,,"2",B,47.09876,-122.20727
"39",Y,Y,,"2",B,47.10158,-122.21132
"39",Y,Y,,"2",B,47.09829,-122.20607
"39",Y,Y,,"2",B,47.09657,-122.20935
"39",Y,Y,,"2",B,47.09769,-122.19435
"39",Y,Y,,"2",B,47.09758,-122.19638
"39",Y,Y,,"2",B,47.09719,-122.19639
"39",Y,Y,,"2",B,47.10006,-122.19769
"39",Y,Y,,"2",B,47.09758,-122.19585
"39",Y,Y,,"2",B,47.09947,-122.1959
"39",Y,Y,,"2",B,47.09891,-122.19548
"39",Y,Y,,"2",B,47.10002,-122.19745
"39",Y,Y,,"2",B,47.09739,-122.19639
"39",Y,Y,,"2",B,47.09776,-122.19639
"39",Y,Y,,"2",B,47.09659,-122.19635
"39",Y,Y,,"2",B,47.10199,-122.1964
"41",Y,,,"1",B,47.09824,-122.18922
"39",Y,Y,,"2",B,47.09827,-122.20111
"39",Y,Y,,"2",B,47.1015,-122.20355
"39",Y,Y,,"2",B,47.09885,-122.20089
"39",Y,Y,,"2",B,47.09861,-122.20068
"39",Y,Y,,"2",B,47.09871,-122.2064
"39",Y,Y,,"2",B,47.10245,-122.20566
"39",Y,Y,,"2",B,47.10255,-122.20479
"39",Y,Y,,"2",B,47.10284,-122.20441
"39",Y,Y,,"2",B,47.10338,-122.2045
"39",Y,Y,,"2",B,47.10013,-122.19891
"39",Y,Y,,"2",B,47.10069,-122.19872
"39",Y,Y,,"2",B,47.10114,-122.19909
"39",Y,Y,,"2",B,47.09808,-122.2008
"39",Y,Y,,"2",B,47.09796,-122.2006
"39",Y,Y,,"2",B,47.09904,-122.20239
"39",Y,Y,,"2",B,47.09886,-122.20209
"39",Y,Y,,"2",B,47.09876,-122.20185
"39",Y,Y,,"2",B,47.09864,-122.20164
"39",Y,Y,,"2",B,47.10145,-122.20213
"39",Y,Y,,"2",B,47.09835,-122.2005
"39",Y,Y,,"2",B,47.09824,-122.20024
"39",Y,Y,,"2",B,47.0985,-122.20014
"39",Y,Y,,"2",B,47.10225,-122.20151
"39",Y,Y,,"2",B,47.10199,-122.20336
"39",Y,Y,,"2",B,47.10162,-122.20281
"39",Y,Y,,"2",B,47.09683,-122.19636
"39",Y,Y,,"2",B,47.0967,-122.1959
"39",Y,Y,,"2",B,47.0967,-122.19554
"39",Y,Y,,"2",B,47.09674,-122.1937
"39",Y,Y,,"2",B,47.09915,-122.19806
"39",Y,Y,,"2",B,47.09915,-122.19767
"39",Y,Y,,"2",B,47.10028,-122.19797
"39",Y,Y,,"2",B,47.09826,-122.19562
"39",Y,Y,,"2",B,47.0993,-122.19672
"39",Y,Y,,"2",B,47.10455,-122.21547
"39",Y,Y,,"2",B,47.1063,-122.21638
"39",Y,Y,,"2",B,47.10745,-122.21981
"39",Y,Y,,"2",B,47.10692,-122.21931
"39",Y,Y,,"2",B,47.10638,-122.21877
"39",Y,Y,,"2",B,47.10556,-122.21782
"39",Y,Y,,"2",B,47.10447,-122.21605
"39",Y,Y,,"2",B,47.10566,-122.21899
"39",Y,Y,,"2",B,47.10455,-122.21871
"39",Y,Y,,"2",B,47.10636,-122.21932
"39",Y,Y,,"2",B,47.106,-122.21916
"39",Y,Y,,"2",B,47.10803,-122.21476
"39",Y,Y,,"2",B,47.11047,-122.21657
"39",Y,Y,,"2",B,47.10514,-122.21202
"39",Y,Y,,"2",B,47.10939,-122.21172
"39",Y,Y,,"2",B,47.10739,-122.21959
"39",Y,Y,,"2",B,47.10498,-122.22265
"39",Y,Y,,"2",B,47.10942,-122.22158
"39",Y,Y,,"2",B,47.10111,-122.22671
"39",Y,Y,,"2",B,47.10341,-122.22702
"39",Y,Y,,"2",B,47.09698,-122.22206
"39",Y,Y,,"2",B,47.10151,-122.22953
"39",Y,Y,,"2",B,47.09644,-122.224
"39",Y,Y,,"2",B,47.09812,-122.22689
"39",Y,Y,,"2",B,47.09851,-122.22226
"39",Y,Y,,"2",B,47.1012,-122.22271
"39",Y,Y,,"2",B,47.09938,-122.22358
"39",Y,Y,,"2",B,47.10456,-122.22022
"39",Y,Y,,"2",B,47.09762,-122.21054
"39",Y,Y,,"2",B,47.09677,-122.2099
"39",Y,Y,,"2",B,47.10128,-122.20992
"39",Y,Y,,"2",B,47.10163,-122.21003
"39",Y,Y,,"2",B,47.10187,-122.21054
"39",Y,Y,,"2",B,47.10214,-122.21109
"39",Y,Y,,"2",B,47.10043,-122.21043
"39",Y,Y,,"2",B,47.10061,-122.21052
"39",Y,Y,,"2",B,47.10037,-122.21749
"39",Y,Y,,"2",B,47.09754,-122.21764
"39",Y,Y,,"2",B,47.10852,-122.22147
"39",Y,Y,,"2",B,47.10806,-122.22129
"39",Y,Y,,"2",B,47.10763,-122.22116
"39",Y,Y,,"2",B,47.10724,-122.221
"39",Y,Y,,"2",B,47.10663,-122.22077
"39",Y,Y,,"2",B,47.1058,-122.22056
"39",Y,Y,,"2",B,47.10087,-122.2109
"39",Y,Y,,"2",B,47.10071,-122.21066
"39",Y,Y,,"2",B,47.09253,-122.20986
"39",Y,Y,,"2",B,47.09449,-122.20945
"39",Y,Y,,"2",B,47.09461,-122.22056
"39",Y,Y,,"2",B,47.08989,-122.21863
"39",Y,Y,,"2",B,47.08992,-122.21697
"39",Y,Y,,"2",B,47.09292,-122.21227
"39",Y,Y,,"2",B,47.09114,-122.21846
"39",Y,Y,,"2",B,47.09226,-122.21048
"39",Y,Y,,"2",B,47.09243,-122.20945
"39",Y,Y,,"2",B,47.09218,-122.21092
"39",Y,Y,,"2",B,47.09201,-122.20966
"39",Y,Y,,"2",B,47.09626,-122.2097
"39",Y,Y,,"2",B,47.09612,-122.20948
"39",Y,Y,,"2",B,47.09259,-122.21205
"39",Y,Y,,"2",B,47.09224,-122.20986
"39",Y,Y,,"2",B,47.09415,-122.20996
"39",Y,Y,,"2",B,47.08915,-122.21087
"39",Y,Y,,"2",B,47.0923,-122.21919
"39",Y,Y,,"2",B,47.09304,-122.20936
"39",Y,Y,,"2",B,47.09304,-122.2096
"39",Y,Y,,"2",B,47.09304,-122.20989
"39",Y,Y,,"2",B,47.09304,-122.21018
"39",Y,Y,,"2",B,47.09434,-122.20965
"39",Y,Y,,"2",B,47.09362,-122.20949
"39",Y,Y,,"2",B,47.09301,-122.2105
"39",Y,Y,,"2",B,47.09329,-122.21011
"39",Y,Y,,"2",B,47.09336,-122.20981
"39",Y,Y,,"2",B,47.09343,-122.20957
"39",Y,Y,,"2",B,47.0895,-122.21509
"39",Y,Y,,"2",B,47.09187,-122.21048
"39",Y,Y,,"2",B,47.08931,-122.21639
"39",Y,Y,,"2",B,47.08932,-122.21547
"39",Y,Y,,"2",B,47.09453,-122.21001
"39",Y,Y,,"2",B,47.09469,-122.20983
"39",Y,Y,,"2",B,47.09483,-122.20964
"39",Y,Y,,"2",B,47.09498,-122.20945
"39",Y,Y,,"2",B,47.09077,-122.21403
"39",Y,Y,,"2",B,47.09168,-122.21302
"39",Y,Y,,"2",B,47.09323,-122.2147
"39",Y,Y,,"2",B,47.08931,-122.2159
"39",Y,Y,,"2",B,47.09382,-122.2094
"39",Y,Y,,"2",B,47.09256,-122.21048
"39",Y,Y,,"2",B,47.09195,-122.21612
"39",Y,Y,,"2",B,47.0949,-122.21701
"39",Y,Y,,"2",B,47.0946,-122.2152
"39",Y,Y,,"2",B,47.09073,-122.2163
"39",Y,Y,,"2",B,47.08997,-122.21601
"39",Y,Y,,"2",B,47.09422,-122.21269
"39",Y,Y,,"2",B,47.08984,-122.22269
"39",Y,Y,,"2",B,47.08975,-122.2277
"39",Y,Y,,"2",B,47.0922,-122.2291
"39",Y,Y,,"2",B,47.0915,-122.22906
"39",Y,Y,,"2",B,47.09584,-122.22077
"39",Y,Y,,"2",B,47.09101,-122.22906
"39",Y,Y,,"2",B,47.09079,-122.22978
"39",Y,Y,,"2",B,47.09572,-122.22949
"39",Y,Y,,"2",B,47.09535,-122.22297
"39",Y,Y,,"2",B,47.09422,-122.22174
"39",Y,Y,,"2",B,47.09553,-122.22761
"39",Y,Y,,"2",B,47.09347,-122.22375
"39",Y,Y,,"2",B,47.09222,-122.22173
"39",Y,Y,,"2",B,47.09312,-122.2261
"39",Y,Y,,"2",B,47.09317,-122.22853
"39",Y,Y,,"2",B,47.08842,-122.22655
"39",Y,Y,,"2",B,47.08803,-122.22263
"42",Y,,,"1",B,47.08183,-122.22252
"39",Y,Y,,"2",B,47.08706,-122.22755
"39",Y,Y,,"2",B,47.08621,-122.22456
"39",Y,Y,,"2",B,47.0827,-122.22009
"42",Y,,,"1",B,47.08578,-122.22927
"39",Y,Y,,"2",B,47.08625,-122.22186
"42",Y,,,"1",B,47.08342,-122.22824
"39",Y,Y,,"2",B,47.0827,-122.22138
"39",Y,Y,,"2",B,47.08434,-122.2224
"39",Y,Y,,"2",B,47.08435,-122.22042
"39",Y,Y,,"2",B,47.08718,-122.21744
"39",Y,Y,,"2",B,47.08184,-122.21565
"39",Y,Y,,"2",B,47.08857,-122.21453
"39",Y,Y,,"2",B,47.08822,-122.21354
"39",Y,Y,,"2",B,47.08196,-122.21353
"39",Y,Y,,"2",B,47.0827,-122.21835
"39",Y,Y,,"2",B,47.08213,-122.21265
"39",Y,Y,,"2",B,47.08733,-122.2129
"39",Y,Y,,"2",B,47.08789,-122.21339
"39",Y,Y,,"2",B,47.08846,-122.21033
